Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb,Player-additional
27,Charlie Garner,OAK,29,RB,16,16,91,72,79.1%,578,8.0,2,29,54.9,27,6.4,4.5,36.1,2,GarnCh00
28,Amani Toomer,NYG,27,WR,16,14,141,72,51.1%,1054,14.6,5,55,47.5,60,7.5,4.5,65.9,2,ToomAm00
29,Curtis Conway,SDG,30,WR,16,16,126,71,56.3%,1125,15.8,6,52,52.4,72,8.9,4.4,70.3,1,ConwCu00
30,Darrell Jackson,SEA,23,WR,16,16,132,70,53.0%,1081,15.4,8,44,43.2,64,8.2,4.4,67.6,0,JackDa00
31,Peter Warrick,CIN,24,WR,16,14,137,70,51.1%,667,9.5,1,34,39.4,33,4.9,4.4,41.7,3,WarrPe00
32,Warrick Dunn,TAM,26,RB,13,12,97,68,70.1%,557,8.2,3,31,39.2,31,5.7,5.2,42.8,2,DunnWa00
33,Eric Moulds,BUF,28,WR,16,16,135,67,49.6%,904,13.5,5,42,42.2,80,6.7,4.2,56.5,1,MoulEr00
34,Plaxico Burress,PIT,24,WR,16,16,120,66,55.0%,1008,15.3,6,48,50.8,43,8.4,4.1,63.0,1,BurrPl00
35,Isaac Bruce*,STL,29,WR,16,16,103,64,62.1%,1106,17.3,6,50,57.3,51,10.7,4.0,69.1,4,BrucIs00
36,Duce Staley,PHI,26,RB,13,10,91,63,69.2%,626,9.9,2,19,44.0,46,6.9,4.8,48.2,3,StalDu00
37,James Thrash,PHI,26,WR,15,15,108,63,58.3%,833,13.2,8,35,45.4,64,7.7,4.2,55.5,1,ThraJa00
38,Ahman Green*,GNB,24,RB,16,16,82,62,75.6%,594,9.6,2,24,52.4,42,7.2,3.9,37.1,5,GreeAh00
39,Priest Holmes*+,KAN,28,RB,16,16,75,62,82.7%,614,9.9,2,21,49.3,67,8.2,3.9,38.4,4,HolmPr00
40,Cory Schlesinger,DET,29,FB,16,13,85,60,70.6%,466,7.8,0,14,45.9,38,5.5,3.8,29.1,1,SchlCo00
41,Ricky Williams,NOR,24,RB,16,16,88,60,68.2%,511,8.5,1,19,40.9,42,5.8,3.8,31.9,8,WillRi00
42,Frank Wycheck,TEN,30,TE,16,16,84,60,71.4%,672,11.2,4,36,56.0,30,8.0,3.8,42.0,0,WychFr00
43,Laveranues Coles,NYJ,24,WR,16,16,102,59,57.8%,868,14.7,7,43,51.0,40,8.5,3.7,54.3,1,ColeLa00
44,LaDainian Tomlinson,SDG,22,RB,16,16,74,59,79.7%,367,6.2,0,12,47.3,27,5.0,3.7,22.9,8,TomlLa00
45,Byron Chamberlain*,MIN,30,TE,16,15,81,57,70.4%,666,11.7,3,29,58.0,47,8.2,3.6,41.6,1,ChamBy00
46,Darnay Scott,CIN,29,WR,16,15,103,57,55.3%,819,14.4,2,39,50.5,49,8.0,3.6,51.2,0,ScotDa00
47,Michael Westbrook,WAS,29,WR,16,16,91,57,62.6%,664,11.6,4,32,49.5,76,7.3,3.6,41.5,0,WestMi00
48,Wayne Chrebet,NYJ,28,WR,15,15,92,56,60.9%,750,13.4,1,44,55.4,36,8.2,3.7,50.0,0,ChreWa00
49,Oronde Gadsden,MIA,30,WR,14,14,93,55,59.1%,674,12.3,3,34,52.7,61,7.2,3.9,48.1,1,GadsOr00
50,James McKnight,MIA,29,WR,16,15,90,55,61.1%,684,12.4,3,31,48.9,40,7.6,3.4,42.8,3,McKnJa00
51,Peerless Price,BUF,25,WR,16,16,111,55,49.5%,895,16.3,7,37,42.3,70,8.1,3.4,55.9,2,PricPe00
52,Kevin Dyson,TEN,26,WR,16,16,112,54,48.2%,825,15.3,7,37,42.0,68,7.4,3.4,51.6,0,DysoKe00
53,J.J. Stokes,SFO,29,WR,16,16,90,54,60.0%,585,10.8,7,33,48.9,47,6.5,3.4,36.6,0,StokJ.00
54,Rocket Ismail,DAL,32,WR,14,13,93,53,57.0%,834,15.7,2,30,44.1,80,9.0,3.8,59.6,0,IsmaRa00
55,Curtis Martin*,NYJ,28,RB,16,16,63,53,84.1%,320,6.0,0,13,39.7,27,5.1,3.3,20.0,2,MartCu00
56,Jay Riemersma,BUF,28,TE,16,15,78,53,67.9%,590,11.1,3,34,53.8,36,7.6,3.3,36.9,0,RiemJa00
57,Bill Schroeder,GNB,30,WR,14,14,93,53,57.0%,918,17.3,9,42,53.8,67,9.9,3.8,65.6,1,SchrBi00
58,Antonio Freeman,GNB,29,WR,16,16,108,52,48.1%,818,15.7,6,40,44.4,63,7.6,3.3,51.1,1,FreeAn00
59,Joey Galloway,DAL,30,WR,16,16,112,52,46.4%,699,13.4,3,33,39.3,47,6.2,3.3,43.7,1,GallJo00
60,Jeff Graham,SDG,32,WR,14,11,110,52,47.3%,811,15.6,5,41,45.5,61,7.4,3.7,57.9,1,GrahJe00
61,Donald Hayes,CAR,26,WR,16,15,105,52,49.5%,597,11.5,2,33,41.9,48,5.7,3.3,37.3,1,HayeDo00
62,Ike Hilliard,NYG,25,WR,14,10,88,52,59.1%,659,12.7,6,36,46.6,38,7.5,3.7,47.1,0,HillIk00
63,Desmond Clark,DEN,24,TE,16,4,76,51,67.1%,566,11.1,6,0,0.0,39,7.4,3.2,35.4,3,ClarDe00
64,Joe Jurevicius,NYG,27,WR,14,9,92,51,55.4%,706,13.8,3,36,52.2,46,7.7,3.6,50.4,0,JureJo00
65,Terance Mathis,ATL,34,WR,16,16,105,51,48.6%,564,11.1,2,34,40.0,34,5.4,3.2,35.3,0,MathTe00
66,David Patten,NWE,27,WR,16,14,94,51,54.3%,749,14.7,4,34,46.8,91,8.0,3.2,46.8,1,PattDa00
67,Muhsin Muhammad,CAR,28,WR,11,11,93,50,53.8%,585,11.7,1,27,41.9,43,6.3,4.5,53.2,2,MuhaMu00
68,Chris Chambers,MIA,23,WR,16,7,90,48,53.3%,883,18.4,7,35,47.8,74,9.8,3.0,55.2,2,ChamCh00
69,Marcus Pollard,IND,29,TE,16,16,73,47,64.4%,739,15.7,8,34,54.8,86,10.1,2.9,46.2,0,PollMa00
70,Rod Gardner,WAS,24,WR,16,16,101,46,45.5%,741,16.1,4,28,38.6,85,7.3,2.9,46.3,1,GardRo00
71,Bob Christian,ATL,33,FB,16,8,60,45,75.0%,392,8.7,2,19,51.7,42,6.5,2.8,24.5,0,ChriBo00
72,Dez White,CHI,22,WR,14,6,82,45,54.9%,428,9.5,0,23,41.5,32,5.2,3.2,30.6,0,WhitDe00
73,Shaun Alexander,SEA,24,RB,16,12,59,44,74.6%,343,7.8,2,15,42.4,28,5.8,2.8,21.4,4,AlexSh00
74,Jamel White,CLE,24,RB,16,7,60,44,73.3%,418,9.5,1,18,43.3,45,7.0,2.8,26.1,1,WhitJa00
75,Wesley Walls*,CAR,35,TE,14,14,73,43,58.9%,452,10.5,5,20,47.9,25,6.2,3.1,32.3,0,WallWe00
76,Todd Pinkston,PHI,24,WR,15,15,84,42,50.0%,586,14.0,4,22,40.5,62,7.0,2.8,39.1,0,PinkTo00
77,Michael Pittman,ARI,26,RB,15,14,66,42,63.6%,264,6.3,0,10,31.8,27,4.0,2.8,17.6,5,PittMi00
78,Travis Taylor,BAL,23,WR,16,13,90,42,46.7%,560,13.3,3,28,41.1,63,6.2,2.6,35.0,0,TaylTr01
79,Garrison Hearst*,SFO,30,RB,16,16,55,41,74.5%,347,8.5,1,15,58.2,60,6.3,2.6,21.7,1,HearGa00
80,Chad Lewis*,PHI,30,TE,15,15,68,41,60.3%,422,10.3,6,20,55.9,33,6.2,2.7,28.1,2,LewiCh00
81,Frank Sanders,ARI,28,WR,15,13,76,41,53.9%,618,15.1,2,32,46.1,68,8.1,2.7,41.2,1,SandFr00
82,Richie Anderson,NYJ,30,FB,16,15,57,40,70.2%,252,6.3,2,13,40.4,22,4.4,2.5,15.8,1,AndeRi00
83,Eric Johnson,SFO,22,TE,16,14,64,40,62.5%,362,9.1,3,22,50.0,24,5.7,2.5,22.6,1,JohnEr00
84,Ricky Proehl,STL,33,WR,16,2,55,40,72.7%,563,14.1,5,31,67.3,37,10.2,2.5,35.2,0,ProeRi00
85,Lamont Warren,DET,28,RB,16,3,60,40,66.7%,336,8.4,1,15,43.3,36,5.6,2.5,21.0,1,WarrLa00
86,Greg Comella,NYG,26,FB,16,13,55,39,70.9%,253,6.5,1,11,45.5,26,4.6,2.4,15.8,2,ComeGr00
87,Az-Zahir Hakim,STL,24,WR,16,1,53,39,73.6%,374,9.6,3,21,54.7,33,7.1,2.4,23.4,8,HakiAz00
88,Koren Robinson,SEA,21,WR,16,13,78,39,50.0%,536,13.7,1,26,42.3,42,6.9,2.4,33.5,2,RobiKo00
89,Ernie Conwell,STL,29,TE,16,14,52,38,73.1%,431,11.3,4,19,61.5,47,8.3,2.4,26.9,2,ConwEr00
90,Isaac Byrd,CAR,27,WR,15,5,71,37,52.1%,492,13.3,1,26,42.3,42,6.9,2.5,32.8,0,ByrdIs00
91,Eddie George,TEN,28,RB,16,16,51,37,72.5%,279,7.5,0,11,54.9,25,5.5,2.3,17.4,8,GeorEd00
92,Shawn Jefferson,ATL,32,WR,16,6,65,37,56.9%,539,14.6,2,27,50.8,48,8.3,2.3,33.7,0,JeffSh00
93,Tony Martin,ATL,36,WR,11,9,77,37,48.1%,548,14.8,3,29,40.3,63,7.1,3.4,49.8,0,MartTo00
94,David Sloan,DET,29,TE,15,15,69,37,53.6%,409,11.1,7,24,49.3,27,5.9,2.5,27.3,0,SloaDa00
95,Anthony Becht,NYJ,24,TE,16,15,53,36,67.9%,321,8.9,5,19,52.8,24,6.1,2.3,20.1,0,BechAn00
96,Kyle Brady,JAX,29,TE,16,16,63,36,57.1%,386,10.7,2,20,47.6,20,6.1,2.3,24.1,0,BradKy00
97,Bubba Franks*,GNB,23,TE,16,14,49,36,73.5%,322,8.9,9,22,59.2,31,6.6,2.3,20.1,0,FranBu00
98,Jacquez Green,TAM,25,WR,12,10,59,36,61.0%,402,11.2,1,25,54.2,35,6.8,3.0,33.5,0,GreeJa00
99,Mike Alstott*,TAM,28,FB,16,16,50,35,70.0%,231,6.6,1,9,46.0,19,4.6,2.2,14.4,2,AlstMi00
100,Freddie Jones,SDG,27,TE,14,9,60,35,58.3%,388,11.1,4,23,45.0,34,6.5,2.5,27.7,0,JoneFr00
101,Dave Moore,TAM,32,TE,16,16,53,35,66.0%,285,8.1,4,18,54.7,29,5.4,2.2,17.8,0,MoorDa00
102,Dwayne Carswell*,DEN,29,TE,16,16,56,34,60.7%,299,8.8,4,18,46.4,25,5.3,2.1,18.7,0,CarsDw00
103,Corey Dillon*,CIN,27,RB,16,16,61,34,55.7%,228,6.7,3,13,32.8,17,3.7,2.1,14.3,5,DillCo00
104,Dominic Rhodes,IND,22,RB,15,10,55,34,61.8%,224,6.6,0,13,32.7,19,4.1,2.3,14.9,6,RhodDo00
105,David Terrell,CHI,22,WR,16,6,63,34,54.0%,415,12.2,4,20,39.7,62,6.6,2.1,25.9,0,TerrDa00
106,Terrence Wilkins,IND,26,WR,11,4,56,34,60.7%,332,9.8,0,19,42.9,28,5.9,3.1,30.2,1,WilkTe00
107,Snoop Minnis,KAN,24,WR,13,11,67,33,49.3%,511,15.5,1,24,38.8,56,7.6,2.5,39.3,0,MinnMa00
108,Roland Williams,OAK,26,TE,16,15,53,33,62.3%,298,9.0,3,12,43.4,49,5.6,2.1,18.6,0,WillRo01
109,Ken Dilger*,IND,30,TE,16,16,54,32,59.3%,343,10.7,1,16,44.4,44,6.4,2.0,21.4,2,DilgKe00
110,MarTay Jenkins,ARI,26,WR,13,3,54,32,59.3%,518,16.2,3,25,53.7,53,9.6,2.5,39.8,5,JenkMa00
111,Corey Bradford,GNB,26,WR,16,6,58,31,53.4%,526,17.0,2,24,46.6,56,9.1,1.9,32.9,1,BradCo00
112,Eddie Kennison,2TM,28,WR,13,7,50,31,62.0%,491,15.8,1,34,54.0,65,9.8,2.4,37.8,1,KennEd00
113,James Allen,CHI,26,RB,16,7,43,30,69.8%,203,6.8,1,8,44.2,34,4.7,1.9,12.7,1,AlleJa00
114,Kevin Faulk,NWE,25,RB,15,1,36,30,83.3%,189,6.3,2,9,50.0,28,5.3,2.0,12.6,2,FaulKe00
115,Quincy Morgan,CLE,24,WR,16,9,72,30,41.7%,432,14.4,2,16,29.2,78,6.0,1.9,27.0,3,MorgQu00
116,Tony Richardson,KAN,30,FB,14,8,40,30,75.0%,265,8.8,0,12,50.0,47,6.6,2.1,18.9,0,RichTo00
117,Lamar Smith,MIA,31,RB,16,16,35,30,85.7%,234,7.8,2,8,51.4,65,6.7,1.9,14.6,6,SmitLa00
118,Michael Bennett,MIN,23,RB,13,13,38,29,76.3%,226,7.8,1,9,50.0,80,5.9,2.2,17.4,0,BennMi00
119,Bobby Engram,SEA,28,WR,16,4,51,29,56.9%,400,13.8,0,24,51.0,31,7.8,1.8,25.0,0,EngrBo00
120,Travis Minor,MIA,22,RB,16,0,37,29,78.4%,263,9.1,1,12,48.6,29,7.1,1.8,16.4,0,MinoTr00
121,Stephen Davis,WAS,27,RB,16,16,37,28,75.7%,205,7.3,0,8,43.2,29,5.5,1.8,12.8,6,DaviSt00
122,Ron Dugans,CIN,24,WR,16,3,45,28,62.2%,251,9.0,2,15,46.7,31,5.6,1.8,15.7,0,DugaRo00
123,Chad Johnson,CIN,23,WR,12,3,60,28,46.7%,329,11.8,1,22,45.0,28,5.5,2.3,27.4,0,JohnCh01
124,Tai Streets,SFO,24,WR,16,3,52,28,53.8%,345,12.3,1,20,42.3,52,6.6,1.8,21.6,0,StreTa00
125,Derrick Alexander,KAN,30,WR,13,11,68,27,39.7%,470,17.4,3,22,38.2,46,6.9,2.1,36.2,0,AlexDe00
126,Jake Reed,MIN,34,WR,16,0,53,27,50.9%,309,11.4,1,15,41.5,27,5.8,1.7,19.3,0,ReedJa00
127,Reggie Wayne,IND,23,WR,13,9,49,27,55.1%,345,12.8,0,19,44.9,43,7.0,2.1,26.5,0,WaynRe00
128,Brad Hoover,CAR,25,FB,16,7,47,26,55.3%,185,7.1,0,6,44.7,19,3.9,1.6,11.6,1,HoovBr00
129,Alge Crumpler,ATL,24,TE,16,12,41,25,61.0%,330,13.2,3,10,41.5,57,8.0,1.6,20.6,1,CrumAl00
130,Tim Dwight,SDG,26,WR,10,2,50,25,50.0%,406,16.2,0,22,44.0,78,8.1,2.5,40.6,1,DwigTi00
131,Marc Edwards,NWE,27,FB,16,13,39,25,64.1%,166,6.6,2,11,35.9,17,4.3,1.6,10.4,3,EdwaMa00
132,Erron Kinney,TEN,24,TE,13,12,42,25,59.5%,263,10.5,1,15,52.4,24,6.3,1.9,20.2,0,KinnEr00
133,Tywan Mitchell,ARI,26,WR,16,4,40,25,62.5%,196,7.8,2,11,30.0,24,4.9,1.6,12.3,0,MitcTy00
134,Obafemi Ayanbadejo,BAL,26,FB,16,5,33,24,72.7%,121,5.0,1,7,42.4,18,3.7,1.5,7.6,1,AyanOb00
135,Drew Bennett,TEN,23,WR,14,1,46,24,52.2%,329,13.7,1,19,50.0,50,7.2,1.7,23.5,0,BennDr00
136,Edgerrin James,IND,23,RB,6,6,29,24,82.8%,193,8.0,0,9,51.7,27,6.7,4.0,32.2,3,JameEd00
137,Jim Kleinsasser,MIN,24,FB,11,11,28,24,85.7%,184,7.7,0,8,57.1,18,6.6,2.2,16.7,2,KleiJi00
138,Dorsey Levens,GNB,31,RB,15,1,35,24,68.6%,159,6.6,1,7,31.4,19,4.5,1.6,10.6,0,LeveDo00
139,Cecil Martin,PHI,26,FB,16,15,34,24,70.6%,124,5.2,2,5,38.2,17,3.6,1.5,7.8,0,MartCe00
140,Jerome Pathon,IND,26,WR,4,3,32,24,75.0%,330,13.8,2,11,59.4,60,10.3,6.0,82.5,0,PathJe00
141,Bobby Shaw,PIT,26,WR,16,0,44,24,54.5%,409,17.0,2,19,50.0,90,9.3,1.5,25.6,1,ShawBo00
142,Brandon Stokley,BAL,25,WR,16,5,46,24,52.2%,344,14.3,2,16,43.5,46,7.5,1.5,21.5,1,StokBr00
143,Karl Williams,TAM,30,WR,15,3,41,24,58.5%,314,13.1,1,15,48.8,42,7.7,1.6,20.9,3,WillKa00
144,Brian Finneran,ATL,25,WR,16,1,41,23,56.1%,491,21.3,3,18,51.2,52,12.0,1.4,30.7,0,FinnBr00
145,Terrell Fletcher,SDG,28,RB,13,0,29,23,79.3%,184,8.0,0,10,44.8,27,6.3,1.8,14.2,1,FletTe00
146,Chris Hetherington,CAR,29,FB,16,1,35,23,65.7%,124,5.4,0,1,22.9,15,3.5,1.4,7.8,0,HethCh00
147,Stacey Mack,JAX,26,RB,16,11,34,23,67.6%,165,7.2,1,6,44.1,25,4.9,1.4,10.3,3,MackSt00
148,Marcus Robinson,CHI,26,WR,5,4,42,23,54.8%,269,11.7,2,11,47.6,34,6.4,4.6,53.8,0,RobiMa00
149,James Stewart,DET,30,RB,11,10,26,23,88.5%,242,10.5,1,9,50.0,56,9.3,2.1,22.0,0,StewJa00
150,Moe Williams,BAL,27,RB,15,2,35,23,65.7%,210,9.1,0,13,42.9,46,6.0,1.5,14.0,1,WillMo00
151,Kevan Barlow,SFO,22,RB,15,0,28,22,78.6%,247,11.2,1,10,57.1,61,8.8,1.5,16.5,1,BarlKe00
152,Fred Baxter,CHI,30,TE,14,14,44,22,50.0%,148,6.7,2,10,36.4,19,3.4,1.6,10.6,0,BaxtFr00
153,Germane Crowell,DET,25,WR,5,4,38,22,57.9%,289,13.1,2,14,52.6,46,7.6,4.4,57.8,1,CrowGe00
154,JaJuan Dawson,CLE,24,WR,14,0,34,22,64.7%,281,12.8,1,11,44.1,44,8.3,1.6,20.1,0,DawsJa00
155,Larry Foster,DET,25,WR,13,5,47,22,46.8%,283,12.9,0,16,40.4,36,6.0,1.7,21.8,1,FostLa00
156,Travis Henry,BUF,23,RB,13,12,27,22,81.5%,179,8.1,0,6,37.0,40,6.6,1.7,13.8,5,HenrTr00
157,Kevin Lockett,WAS,27,WR,16,0,41,22,53.7%,293,13.3,0,16,48.8,34,7.1,1.4,18.3,1,LockKe00
158,Anthony Thomas,CHI,24,RB,14,10,30,22,73.3%,178,8.1,0,9,46.7,23,5.9,1.6,12.7,0,ThomAn01
159,Bert Emanuel,2TM,31,WR,8,5,45,21,46.7%,246,11.7,0,28,37.8,29,5.5,2.6,30.8,0,EmanBe00
160,Christian Fauria,SEA,30,TE,16,11,40,21,52.5%,188,9.0,1,11,47.5,30,4.7,1.3,11.8,2,FaurCh00
161,William Henderson,GNB,30,FB,16,8,28,21,75.0%,193,9.2,0,8,53.6,26,6.9,1.3,12.1,0,HendWi00
162,T.J. Houshmandzadeh,CIN,24,WR,12,1,42,21,50.0%,228,10.9,0,14,45.2,23,5.4,1.8,19.0,3,HousTJ00
163,Richard Huntley,CAR,29,RB,14,9,32,21,65.6%,101,4.8,1,3,25.0,23,3.2,1.5,7.2,3,HuntRi00
164,Thomas Jones,ARI,23,RB,16,2,24,21,87.5%,151,7.2,0,6,45.8,18,6.3,1.3,9.4,2,JoneTh00
165,Freddie Mitchell,PHI,23,WR,15,1,43,21,48.8%,283,13.5,1,16,44.2,29,6.6,1.4,18.9,0,MitcFr00
166,Dedric Ward,MIA,27,WR,13,1,40,21,52.5%,209,10.0,0,14,42.5,20,5.2,1.6,16.1,1,WardDe00
167,Robert Wilson,NOR,27,WR,15,1,38,21,55.3%,277,13.2,0,14,50.0,44,7.3,1.4,18.5,0,WilsRo01
168,Brandon Bennett,CIN,28,RB,16,1,26,20,76.9%,150,7.5,0,8,50.0,15,5.8,1.3,9.4,1,BennBr00
169,Sean Dawkins,JAX,30,WR,16,3,49,20,40.8%,234,11.7,0,11,30.6,28,4.8,1.3,14.6,1,DawkSe00
170,Boo Williams,NOR,22,TE,11,4,42,20,47.6%,202,10.1,3,12,38.1,26,4.8,1.8,18.4,0,WillBo00
171,Troy Edwards,PIT,24,WR,16,0,35,19,54.3%,283,14.9,0,12,37.1,57,8.1,1.2,17.7,1,EdwaTr00
172,Lorenzo Neal,CIN,31,FB,16,10,27,19,70.4%,101,5.3,1,4,40.7,12,3.7,1.2,6.3,0,NealLo00
173,Jerry Porter,OAK,23,WR,15,1,37,19,51.4%,220,11.6,0,14,45.9,21,5.9,1.3,14.7,0,PortJe00
174,Jon Ritchie,OAK,27,FB,15,10,27,19,70.4%,154,8.1,2,5,37.0,17,5.7,1.3,10.3,0,RitcJo00
175,Antowain Smith,NWE,29,RB,16,15,28,19,67.9%,192,10.1,1,6,35.7,41,6.9,1.2,12.0,4,SmitAn00
176,Maurice Smith,ATL,25,RB,16,12,27,19,70.4%,230,12.1,1,7,48.1,79,8.5,1.2,14.4,1,SmitMa00
177,Chris Thomas,KAN,30,WR,10,5,38,19,50.0%,247,13.0,1,14,47.4,28,6.5,1.9,24.7,0,ThomCh00
178,Zeron Flemister,WAS,25,TE,16,1,29,18,62.1%,196,10.9,2,13,51.7,33,6.8,1.1,12.3,0,FlemZe00
179,Elvis Joseph,JAX,23,RB,14,3,24,18,75.0%,183,10.2,2,8,45.8,29,7.6,1.3,13.1,2,JoseEl00
180,Dennis Northcutt,CLE,24,WR,11,7,35,18,51.4%,211,11.7,0,7,37.1,26,6.0,1.6,19.2,3,NortDe00
181,Mikhael Ricks,KAN,27,TE,16,0,30,18,60.0%,252,14.0,1,12,53.3,40,8.4,1.1,15.8,0,RickMi00
182,Jed Weaver,MIA,25,TE,16,7,25,18,72.0%,215,11.9,2,10,72.0,27,8.6,1.1,13.4,1,WeavJe00
183,Terry Allen,BAL,33,RB,11,8,20,17,85.0%,68,4.0,0,1,35.0,11,3.4,1.5,6.2,1,AlleTe00
184,Trung Canidate,STL,24,RB,16,2,23,17,73.9%,154,9.1,0,7,43.5,29,6.7,1.1,9.6,3,CaniTr00
185,Jameel Cook,TAM,22,FB,16,3,23,17,73.9%,89,5.2,0,2,39.1,16,3.9,1.1,5.6,0,CookJa00
186,O.J. Santiago,CLE,27,TE,14,12,27,17,63.0%,153,9.0,2,7,40.7,27,5.7,1.2,10.9,0,SantO.00
187,Emmitt Smith,DAL,32,RB,14,14,21,17,81.0%,116,6.8,0,6,57.1,22,5.5,1.2,8.3,1,SmitEm00
188,Mack Strong,SEA,30,FB,16,13,29,17,58.6%,141,8.3,0,3,37.9,35,4.9,1.1,8.8,0,StroMa00
189,Fred Beasley,SFO,27,FB,15,12,28,16,57.1%,99,6.2,0,6,39.3,15,3.5,1.1,6.6,1,BeasFr00
190,Doug Chapman,MIN,24,RB,16,3,19,16,84.2%,135,8.4,1,3,42.1,38,7.1,1.0,8.4,1,ChapDo00
191,Chris Fuamatu-Ma'afala,PIT,24,RB,16,5,20,16,80.0%,127,7.9,1,3,35.0,54,6.4,1.0,7.9,0,FuamCh00
192,Todd Heap,BAL,21,TE,12,6,23,16,69.6%,206,12.9,1,11,60.9,24,9.0,1.3,17.2,1,HeapTo00
193,Reggie Kelly,ATL,24,TE,14,13,29,16,55.2%,142,8.9,0,6,51.7,25,4.9,1.1,10.1,0,KellRe00
194,Joel Makovicka,ARI,26,FB,16,14,28,16,57.1%,95,5.9,1,4,35.7,25,3.4,1.0,5.9,1,MakoJo00
195,Michael Wiley,DAL,23,RB,16,0,27,16,59.3%,99,6.2,1,5,14.8,17,3.7,1.0,6.2,1,WileMi00
196,Donnell Bennett,WAS,29,FB,16,14,25,15,60.0%,112,7.5,0,4,40.0,30,4.5,0.9,7.0,1,BennDo00
197,Danny Farmer,CIN,24,WR,12,1,23,15,65.2%,228,15.2,1,12,65.2,27,9.9,1.3,19.0,1,FarmDa00
198,Patrick Hape,DEN,27,FB,15,8,19,15,78.9%,96,6.4,3,7,52.6,25,5.1,1.0,6.4,0,HapePa00
199,Jackie Harris,DAL,33,TE,13,12,25,15,60.0%,141,9.4,2,7,44.0,28,5.6,1.2,10.8,0,HarrJa00
