Giovanni Ricci|2021,Giovanni Ricci,CAR,CAR|2021,2021,0.0,117,0.0,117,-,24,2,15,93.8%,153,10.2,15.1%,43,17.3%,2,0,0,0,0,0,23,0,23,0,0,0,0,-,0,0,2.9,0.1,0.0,0.0,1.5,0.0,1.5,0.00,0.0,-,0.05,0.00,0.53,0.4%,0.0%,0.0%,0.0%,-,-,0.00,0.6%,11.5,-,-,0.0%,1.00%,0.00,-1.0,39.6,45.7,0.0%,-,-,1013,517,412,1676,17,438,495,3209,3743,12,0,0,0,0,-,0.00,-1.0,-,0,0.0,0.0,0.00,-,-,-0.10,-,0,0.0%,0,0.0%,0,0.0%,0,0,0,0.0%,0.0%,0.0%,2020,UDFA,UDFA
Stephen Sullivan|2021,Stephen Sullivan,CAR,CAR|2021,2021,0.0,117,0.0,117,-,24,2,2,12.5%,25,12.5,19.1%,19,66.7%,1,0,0,0,0,0,-2,0,-2,0,0,0,0,-,1,0,9.5,0.5,0.0,0.0,-1.0,0.0,-1.0,0.00,0.0,-,0.05,0.00,-0.11,1.5%,0.0%,0.0%,0.0%,-,-,0.00,-0.4%,-2.0,-,-,-,1.90%,0.00,-0.4,39.6,44.1,100.0%,-,-,131,71,41,155,1,49,67,383,452,0,0,0,0,0,-,0.00,-0.4,-,0,0.0,0.0,0.00,-,-,-0.20,-,0,0.0%,0,0.0%,0,0.0%,0,0,0,0.0%,0.0%,0.0%,2020,7,251
Travis Kelce|2020,Travis Kelce,KC,KC|2020,2020,312.8,1,20.9,1,3.0,30,8,15,100.0%,899,59.9,85.7%,566,25.2%,145,14,16,105,5,1416,1236,587,1823,11,79,1,1,-,2,1,37.7,9.7,7.0,94.4,82.4,39.1,121.5,0.73,5.3,-,0.26,2.50,2.18,25.0%,72.4%,10.1%,31.3%,13.5,128.7,2.37,25.7%,8.5,1.01,-,29.3%,55.50%,1.15,74.2,124.9,93.3,1.9%,5.35,3.03,1049,598,386,1748,12,422,580,4787,4806,38,105,1416,11,0,-,1.44,74.6,0.71,1,7.0,94.4,0.73,-,-,5.00,35.2,13,86.7%,14,93.3%,14,93.3%,7,9,9,70.0%,90.0%,90.0%,2013,3,63
Darren Waller|2020,Darren Waller,LV,LV|2020,2020,251.9,2,16.8,2,2.6,27,6,15,100.0%,933,62.2,92.0%,488,20.6%,135,14,24,98,17,1079,1046,523,1569,8,64,1,1,-,2,0,32.5,9.0,6.5,71.9,69.7,34.9,104.6,0.53,4.3,-,0.28,2.21,2.14,27.7%,72.6%,10.8%,70.8%,11.0,134.9,2.10,25.9%,7.7,0.81,-,28.8%,59.70%,1.03,54.8,113.6,90.8,2.0%,5.78,2.95,1014,513,434,1810,18,491,488,4012,4032,26,98,1079,8,0,-,1.14,54.8,0.56,0,6.5,71.9,0.53,-,-,3.70,89.2,8,53.3%,10,66.7%,14,93.3%,2,2,3,25.0%,25.0%,37.5%,2015,6,204
TJ Hockenson|2020,TJ Hockenson,DET,DET|2020,2020,169.8,3,11.3,6,2.6,23,2,15,100.0%,727,48.5,73.6%,436,40.0%,98,4,10,64,5,698,693,321,1014,6,39,0,0,7,7,1,29.1,6.5,4.3,46.5,46.2,21.4,67.6,0.40,2.6,0.5,0.22,1.60,1.59,18.5%,65.3%,4.3%,50.0%,10.9,116.3,1.27,15.6%,7.1,-0.26,0.0%,21.0%,38.60%,1.01,6.9,94.3,76.4,9.9%,5.69,3.33,988,551,345,1370,15,415,531,4104,4448,24,65,698,6,0,7,0.78,1.9,0.03,1,4.3,46.5,0.40,0.5,10.8%,0.10,96.8,5,33.3%,8,53.3%,12,80.0%,2,2,3,50.0%,50.0%,75.0%,2019,1,8
Robert Tonyan|2020,Robert Tonyan,GB,GB|2020,2020,166.8,4,11.1,7,3.3,26,4,15,100.0%,610,40.7,61.4%,353,38.8%,57,9,3,50,1,568,451,211,662,10,31,0,0,-,0,0,23.5,3.8,3.3,37.9,30.1,14.1,44.1,0.67,2.1,-,0.16,1.61,1.28,11.9%,87.7%,16.1%,33.3%,11.4,56.8,1.13,11.7%,7.9,-1.40,-,18.4%,26.10%,1.26,41.0,148.5,70.4,0.0%,6.15,4.24,993,502,424,2039,15,484,477,4059,3857,44,50,568,10,0,-,0.61,41.0,0.82,0,3.3,37.9,0.67,-,-,2.70,-,5,33.3%,8,53.3%,10,66.7%,1,1,2,16.7%,16.7%,33.3%,2017,UDFA,UDFA
Logan Thomas|2020,Logan Thomas,WAS,WAS|2020,2020,163.9,5,10.9,8,2.3,29,7,15,100.0%,946,63.1,92.2%,574,66.1%,104,11,22,69,9,633,752,256,1008,5,34,0,0,6,5,0,38.3,6.9,4.6,42.2,50.1,17.1,67.2,0.33,2.3,0.4,0.18,1.10,1.31,19.1%,66.3%,10.9%,40.9%,9.2,126.6,1.11,21.5%,7.2,0.72,0.0%,26.6%,43.70%,0.84,8.6,89.3,64.4,6.8%,5.77,2.90,1026,569,373,1508,18,486,544,3634,3497,14,72,638,5,0,6,0.68,9.9,0.14,0,4.8,42.5,0.33,0.4,8.3%,0.70,-,3,20.0%,8,53.3%,9,60.0%,1,1,1,11.1%,11.1%,11.1%,2014,4,120
Mark Andrews|2020,Mark Andrews,BAL,BAL|2020,2020,163.4,6,12.6,4,3.0,24,3,13,86.7%,555,42.7,65.8%,330,64.6%,81,12,24,54,14,674,856,163,1019,7,37,2,0,-,5,0,25.4,6.2,4.2,51.8,65.8,12.5,78.4,0.54,2.8,-,0.25,2.04,2.59,24.0%,66.7%,14.6%,58.3%,12.5,96.3,1.91,28.6%,10.6,0.05,-,29.7%,56.00%,0.79,36.8,114.6,82.9,8.5%,5.63,2.60,844,352,436,2244,19,344,338,2581,2990,21,54,674,7,0,-,0.86,36.8,0.68,0,4.2,51.8,0.54,-,-,2.80,46.3,6,46.2%,8,61.5%,9,69.2%,3,4,5,60.0%,80.0%,100.0%,2018,3,86
Mike Gesicki|2020,Mike Gesicki,MIA,MIA|2020,2020,149.6,7,10.7,9,3.1,24,3,14,93.3%,557,39.8,61.1%,389,66.0%,75,9,26,48,15,656,834,160,994,6,34,0,0,-,3,0,27.8,5.4,3.4,46.9,59.6,11.4,71.0,0.43,2.4,-,0.19,1.69,2.14,16.2%,64.0%,12.5%,57.7%,13.7,109.3,1.38,22.5%,11.1,0.43,-,22.7%,40.00%,0.79,25.0,111.8,82.2,5.9%,5.92,2.05,912,474,366,1368,10,389,463,3399,3712,23,48,656,6,0,-,0.78,25.0,0.52,0,3.4,46.9,0.43,-,-,1.80,120.0,4,28.6%,4,28.6%,11,78.6%,0,3,4,0.0%,60.0%,80.0%,2018,2,42
Hunter Henry|2020,Hunter Henry,LAC,LAC|2020,2020,145.3,8,10.4,11,2.4,25,5,14,93.3%,913,65.2,87.3%,480,48.1%,93,6,21,60,12,613,741,226,967,4,35,0,0,-,3,0,34.3,6.6,4.3,43.8,52.9,16.1,69.1,0.29,2.5,-,0.19,1.28,1.54,17.0%,64.5%,6.9%,57.1%,10.2,153.3,1.09,17.6%,8.0,0.76,-,15.1%,37.80%,0.83,18.2,99.4,67.4,4.8%,5.20,2.47,1046,563,411,1560,10,498,548,3993,4205,27,60,613,4,0,-,0.63,18.2,0.30,0,4.3,43.8,0.29,-,-,1.30,87.0,1,7.1%,7,50.0%,11,78.6%,0,4,6,0.0%,57.1%,85.7%,2016,2,35
Rob Gronkowski|2020,Rob Gronkowski,TB,TB|2020,2020,144.4,9,9.6,14,3.4,31,11,15,100.0%,763,50.9,75.8%,375,11.7%,73,15,18,43,12,594,812,225,1037,7,27,1,0,-,3,0,25.0,4.9,2.9,39.6,54.1,15.0,69.1,0.47,1.8,-,0.19,1.58,2.17,12.9%,58.9%,21.1%,66.7%,13.8,84.9,1.02,15.9%,11.1,0.87,-,16.0%,30.40%,0.73,22.4,108.5,78.9,6.5%,5.00,2.71,1006,585,347,1425,15,430,568,4377,5123,38,43,594,7,0,-,0.64,22.4,0.52,0,2.9,39.6,0.47,-,-,1.50,131.2,5,33.3%,7,46.7%,9,60.0%,5,8,10,41.7%,66.7%,83.3%,2010,2,42
Eric Ebron|2020,Eric Ebron,PIT,PIT|2020,2020,141.8,10,9.5,15,2.5,27,7,15,100.0%,766,51.1,74.2%,472,34.8%,91,8,14,56,6,558,650,192,842,5,30,1,1,-,7,1,31.5,6.1,3.7,37.2,43.3,12.8,56.1,0.33,2.0,-,0.19,1.18,1.38,14.9%,61.5%,9.4%,42.9%,10.0,111.6,0.91,15.4%,7.1,-0.03,-,14.9%,33.20%,0.86,1.6,99.0,58.5,11.1%,6.50,3.00,1033,612,353,1266,12,394,610,3812,4220,33,56,558,5,0,-,0.58,1.6,0.03,1,3.7,37.2,0.33,-,-,0.10,207.0,2,13.3%,8,53.3%,12,80.0%,1,3,5,12.5%,37.5%,62.5%,2014,1,10
Jimmy Graham|2020,Jimmy Graham,CHI,CHI|2020,2020,141.1,11,9.4,16,2.9,33,11,15,100.0%,606,40.4,60.8%,379,48.4%,74,6,16,48,10,451,518,194,712,8,32,1,0,-,1,0,25.3,4.9,3.2,30.1,34.5,12.9,47.5,0.53,2.1,-,0.20,1.19,1.37,13.3%,64.9%,8.6%,62.5%,9.4,56.4,0.79,11.5%,7.0,0.16,-,21.5%,28.10%,0.87,12.3,106.3,66.3,2.0%,5.76,3.04,996,572,362,1539,11,395,555,3673,4495,26,48,451,8,0,-,0.48,12.3,0.26,0,3.2,30.1,0.53,-,-,0.80,-,3,20.0%,5,33.3%,10,66.7%,5,8,10,41.7%,66.7%,83.3%,2010,3,95
Noah Fant|2020,Noah Fant,DEN,DEN|2020,2020,140.5,12,10.0,12,2.4,22,2,14,93.3%,660,47.1,70.9%,373,16.0%,87,8,12,58,5,625,593,345,938,3,32,0,0,-,3,1,26.6,6.2,4.1,44.6,42.4,24.6,67.0,0.21,2.3,-,0.23,1.68,1.59,18.6%,66.7%,9.6%,41.7%,10.8,208.3,1.27,14.1%,6.8,1.26,-,17.8%,37.70%,1.05,9.6,93.7,81.0,4.9%,6.19,3.47,931,491,373,1661,12,386,469,3145,4214,19,58,625,3,0,-,0.72,9.6,0.16,1,4.1,44.6,0.21,-,-,0.70,98.8,2,14.3%,4,28.6%,12,85.7%,0,2,4,0.0%,50.0%,100.0%,2019,1,20
Jonnu Smith|2020,Jonnu Smith,TEN,TEN|2020,2020,138.4,13,9.9,13,3.3,25,4,14,93.3%,704,50.3,75.7%,275,32.0%,63,2,19,40,8,440,350,235,585,8,25,0,0,2,2,0,19.6,4.5,2.9,31.4,25.0,16.8,41.8,0.57,1.8,0.1,0.23,1.60,1.27,15.8%,63.5%,3.3%,42.1%,11.0,55.0,1.07,11.2%,5.6,1.41,50.0%,20.6%,31.50%,1.26,16.6,112.7,80.2,4.8%,5.72,3.27,930,413,462,2340,21,471,399,3221,3121,29,42,444,9,0,2,0.51,16.4,0.39,0,3.0,31.7,0.64,0.1,4.8%,1.20,148.2,2,14.3%,7,50.0%,9,64.3%,0,0,2,0.0%,0.0%,33.3%,2017,3,100
Evan Engram|2020,Evan Engram,NYG,NYG|2020,2020,137.3,14,9.2,18,2.0,25,4,15,100.0%,793,52.9,83.0%,484,45.5%,105,9,21,61,4,637,743,279,1022,1,31,1,1,6,6,0,32.3,7.0,4.1,42.5,49.5,18.6,68.1,0.07,2.1,0.4,0.22,1.32,1.54,22.1%,58.1%,9.2%,19.0%,10.4,637.0,1.29,20.5%,7.1,0.94,16.7%,15.3%,47.50%,0.86,-17.7,63.2,63.3,9.0%,6.28,2.95,955,492,371,1643,12,387,475,3107,3624,10,67,663,2,0,6,0.77,-16.7,-0.25,0,4.5,44.2,0.13,0.4,9.0%,-1.10,62.7,2,13.3%,6,40.0%,10,66.7%,2,2,6,33.3%,33.3%,100.0%,2017,1,23
Hayden Hurst|2020,Hayden Hurst,ATL,ATL|2020,2020,136.3,15,9.1,19,2.6,27,3,15,100.0%,737,49.1,70.1%,493,49.0%,82,8,19,52,10,543,564,228,792,5,32,0,0,-,2,0,32.9,5.5,3.5,36.2,37.6,15.2,52.8,0.33,2.1,-,0.17,1.10,1.14,14.5%,63.4%,10.1%,52.6%,10.4,108.6,0.93,11.3%,6.9,-0.39,-,16.2%,29.70%,0.96,10.3,90.8,62.9,3.7%,6.55,3.42,1051,584,383,1405,12,450,564,4355,5010,25,52,543,5,0,-,0.56,10.3,0.20,0,3.5,36.2,0.33,-,-,0.70,135.0,0,0.0%,8,53.3%,10,66.7%,0,0,2,0.0%,0.0%,40.0%,2018,1,25
Dalton Schultz|2020,Dalton Schultz,DAL,DAL|2020,2020,132.5,16,8.8,20,2.4,24,3,15,100.0%,892,59.5,83.8%,499,48.4%,79,5,10,56,5,545,513,242,755,4,28,1,1,-,2,0,33.3,5.3,3.7,36.3,34.2,16.1,50.3,0.27,1.9,-,0.16,1.09,1.03,13.8%,70.9%,6.7%,50.0%,9.7,136.3,0.92,11.9%,6.5,0.95,-,14.4%,29.00%,1.06,12.2,106.8,62.6,3.4%,6.65,3.07,1064,592,403,1680,13,455,573,4267,4318,25,56,545,4,0,-,0.55,12.2,0.22,0,3.7,36.3,0.27,-,-,0.80,-,1,6.7%,4,26.7%,10,66.7%,1,2,3,20.0%,40.0%,60.0%,2018,4,137
Tyler Higbee|2020,Tyler Higbee,LA,LA|2020,2020,121.1,17,8.7,21,2.9,27,5,14,93.3%,754,53.9,77.4%,295,14.8%,56,8,5,41,2,480,423,230,653,5,24,0,0,6,2,1,21.1,4.0,2.9,34.3,30.2,16.4,46.6,0.36,1.7,0.4,0.19,1.63,1.43,11.3%,73.2%,14.5%,40.0%,11.7,96.0,0.92,13.0%,7.6,1.61,0.0%,20.3%,26.10%,1.13,28.1,123.3,70.5,4.7%,5.63,3.07,974,519,409,1748,18,425,494,3728,3244,18,42,481,5,0,6,0.52,27.4,0.65,1,3.0,34.4,0.36,0.4,14.3%,2.00,112.3,1,7.1%,4,28.6%,8,57.1%,0,2,4,0.0%,28.6%,57.1%,2016,4,110
Dallas Goedert|2020,Dallas Goedert,PHI,PHI|2020,2020,116.4,18,10.6,10,2.5,25,3,11,73.3%,604,54.9,76.6%,322,35.6%,65,8,13,46,6,524,556,206,762,3,28,0,0,-,2,0,29.3,5.9,4.2,47.6,50.5,18.7,69.3,0.27,2.5,-,0.20,1.63,1.73,16.7%,70.8%,12.5%,46.2%,11.4,174.7,1.25,16.3%,8.6,0.35,-,20.2%,36.40%,0.94,14.9,105.2,76.4,4.2%,6.41,2.85,788,418,286,1432,9,277,390,2568,3413,15,46,524,3,0,-,0.74,14.9,0.32,0,4.2,47.6,0.27,-,-,1.40,107.0,3,27.3%,3,27.3%,7,63.6%,0,3,5,0.0%,60.0%,100.0%,2018,2,49
Jared Cook|2020,Jared Cook,NO,NO|2020,2020,113.1,19,8.1,23,3.4,33,12,14,93.3%,446,31.9,47.3%,303,55.0%,55,9,15,33,9,461,637,116,753,6,24,1,1,-,2,0,21.6,3.9,2.4,32.9,45.5,8.3,53.8,0.43,1.7,-,0.18,1.52,2.10,12.1%,60.0%,16.7%,60.0%,14.0,76.8,0.99,22.9%,11.6,1.30,-,19.6%,34.20%,0.72,24.9,117.9,71.7,5.7%,6.30,2.20,943,465,422,1945,26,457,454,3498,2781,23,33,461,6,0,-,0.52,24.9,0.75,0,2.4,32.9,0.43,-,-,1.80,166.2,1,7.1%,5,35.7%,8,57.1%,1,2,9,7.7%,15.4%,69.2%,2009,3,89
George Kittle|2020,George Kittle,SF,SF|2020,2020,111.3,20,15.9,3,2.6,26,4,7,46.7%,402,57.4,86.6%,195,31.5%,54,4,12,41,8,566,383,267,650,2,29,0,0,2,6,0,27.9,7.7,5.9,80.9,54.7,38.1,92.9,0.29,4.1,0.3,0.28,2.90,1.96,23.9%,75.9%,7.4%,66.7%,13.8,283.0,2.42,25.6%,7.1,2.27,0.0%,23.9%,53.80%,1.48,36.0,105.9,87.3,12.8%,5.67,3.86,464,234,190,968,9,241,226,1817,1496,12,43,583,2,0,3,1.38,37.3,0.87,0,6.1,83.3,0.29,0.4,7.0%,5.30,20.7,2,28.6%,2,28.6%,7,100.0%,4,4,6,66.7%,66.7%,100.0%,2017,5,146
Austin Hooper|2020,Austin Hooper,CLE,CLE|2020,2020,99.8,21,8.3,22,2.4,25,5,12,80.0%,633,52.8,77.5%,280,22.7%,65,3,12,42,8,398,413,169,582,3,23,0,0,-,4,0,23.3,5.4,3.5,33.2,34.4,14.1,48.5,0.25,1.9,-,0.23,1.42,1.48,18.9%,64.6%,5.0%,66.7%,9.5,132.7,1.07,14.2%,6.4,-1.49,-,15.2%,38.30%,0.96,19.3,97.8,66.9,8.7%,5.33,3.05,817,372,392,1861,15,413,344,2712,2912,19,42,398,3,0,-,0.52,19.3,0.46,0,3.5,33.2,0.25,-,-,1.60,97.7,0,0.0%,5,41.7%,7,58.3%,0,2,6,0.0%,28.6%,85.7%,2016,3,81
Irv Smith|2020,Irv Smith,MIN,MIN|2020,2020,93.5,22,7.8,24,3.3,22,2,12,80.0%,482,40.2,62.9%,252,22.6%,40,5,6,28,2,335,300,119,419,5,21,0,0,-,1,1,21.0,3.3,2.3,27.9,25.0,9.9,34.9,0.42,1.8,-,0.16,1.33,1.19,12.0%,70.0%,13.2%,33.3%,12.0,67.0,0.95,11.0%,7.5,0.37,-,16.1%,25.80%,1.12,28.0,139.8,78.0,3.4%,4.69,3.05,766,352,342,1818,18,386,332,2956,2721,24,28,335,5,0,-,0.48,28.0,1.00,1,2.3,27.9,0.42,-,-,2.30,132.7,3,25.0%,5,41.7%,5,41.7%,0,0,1,0.0%,0.0%,25.0%,2019,2,50
Dan Arnold|2020,Dan Arnold,ARI,ARI|2020,2020,89.2,23,5.9,30,3.2,25,4,15,100.0%,437,29.1,40.5%,272,44.6%,42,8,8,28,4,392,536,156,692,4,21,2,1,-,1,0,18.1,2.8,1.9,26.1,35.7,10.4,46.1,0.27,1.4,-,0.15,1.44,1.97,8.1%,66.7%,20.5%,50.0%,14.0,98.0,0.72,13.0%,12.8,0.48,-,12.7%,21.30%,0.73,22.5,127.3,62.7,3.4%,6.30,3.90,1079,548,461,2189,22,423,518,3910,4124,26,28,392,4,0,-,0.39,22.5,0.80,0,1.9,26.1,0.27,-,-,1.50,-,1,6.7%,1,6.7%,7,46.7%,0,0,1,0.0%,0.0%,16.7%,2017,UDFA,UDFA
Gerald Everett|2020,Gerald Everett,LA,LA|2020,2020,88.4,24,5.9,31,2.2,26,4,15,100.0%,587,39.1,56.1%,260,17.4%,55,1,7,39,4,392,274,235,509,1,22,1,1,9,5,0,17.3,3.7,2.6,26.1,18.3,15.7,33.9,0.07,1.5,0.6,0.21,1.51,1.05,10.5%,70.9%,1.9%,57.1%,10.1,392.0,0.71,7.8%,5.0,1.04,100.0%,7.5%,21.20%,1.43,1.7,92.6,63.9,11.4%,5.73,3.60,1046,552,443,1908,19,458,525,3948,3501,20,40,394,2,0,9,0.40,2.6,0.07,0,2.7,26.3,0.13,0.6,22.5%,0.20,218.8,0,0.0%,2,13.3%,6,40.0%,0,0,5,0.0%,0.0%,83.3%,2017,2,44
Trey Burton|2020,Trey Burton,IND,IND|2020,2020,83.3,25,6.9,28,2.8,28,7,12,80.0%,356,29.7,43.5%,217,51.5%,47,1,7,28,2,250,341,87,428,3,14,0,0,1,3,0,18.1,3.9,2.3,20.8,28.4,7.3,35.7,0.25,1.2,0.1,0.22,1.15,1.57,11.4%,59.6%,2.3%,28.6%,8.9,83.3,0.58,10.9%,7.3,-0.15,100.0%,11.4%,24.70%,0.73,-3.9,92.0,64.2,9.7%,6.22,3.25,819,429,329,1365,15,403,413,3211,3128,20,30,253,5,0,1,0.33,-2.1,-0.07,0,2.5,21.1,0.42,0.1,3.3%,-0.20,239.8,1,8.3%,3,25.0%,6,50.0%,0,1,1,0.0%,14.3%,14.3%,2014,UDFA,UDFA
Jordan Akins|2020,Jordan Akins,HOU,HOU|2020,2020,81.8,26,6.8,29,2.2,28,3,12,80.0%,389,32.4,54.0%,283,57.5%,47,4,9,36,6,394,355,171,526,1,19,0,0,4,1,0,23.6,3.9,3.0,32.8,29.6,14.3,43.8,0.08,1.6,0.3,0.17,1.39,1.25,12.5%,76.6%,8.5%,66.7%,10.9,394.0,1.00,10.6%,7.6,1.23,0.0%,8.1%,26.20%,1.11,16.5,107.9,74.8,2.7%,5.31,3.67,720,394,256,1070,8,249,375,3440,3336,21,37,398,1,0,4,0.61,17.2,0.47,0,3.1,33.2,0.08,0.3,10.8%,1.40,-,0,0.0%,1,8.3%,6,50.0%,0,0,1,0.0%,0.0%,20.0%,2018,3,98
Tyler Eifert|2020,Tyler Eifert,JAX,JAX|2020,2020,80.9,27,5.8,32,2.3,29,8,14,93.3%,512,36.6,56.3%,354,50.5%,58,7,17,35,5,339,479,113,592,2,21,0,0,-,0,0,25.3,4.1,2.5,24.2,34.2,8.1,42.3,0.14,1.5,-,0.16,0.96,1.35,11.1%,60.3%,13.2%,29.4%,9.7,169.5,0.62,11.4%,8.3,0.15,-,9.6%,24.70%,0.71,-2.0,64.9,61.8,0.0%,6.29,2.48,910,547,293,1326,8,362,521,3521,4189,21,35,339,2,0,-,0.40,-2.0,-0.06,0,2.5,24.2,0.14,-,-,-0.10,-,0,0.0%,0,0.0%,6,42.9%,0,1,2,0.0%,12.5%,25.0%,2013,1,21
Mo Alie-Cox|2020,Mo Alie-Cox,IND,IND|2020,2020,80.4,28,5.7,33,2.6,26,4,14,93.3%,473,33.8,49.2%,186,23.9%,39,2,8,31,5,394,264,182,446,2,19,1,1,-,1,0,13.3,2.8,2.2,28.1,18.9,13.0,31.9,0.14,1.4,-,0.21,2.12,1.42,8.4%,79.5%,5.6%,62.5%,12.7,197.0,0.82,7.7%,6.8,-,-,10.4%,17.90%,1.49,12.8,107.6,77.1,3.1%,-,-,962,481,407,1664,17,491,467,3651,3436,20,31,394,2,0,-,0.44,12.8,0.41,0,2.2,28.1,0.14,-,-,0.90,-,0,0.0%,2,14.3%,6,42.9%,0,0,0,0.0%,0.0%,0.0%,2017,UDFA,UDFA
Anthony Firkser|2020,Anthony Firkser,TEN,TEN|2020,2020,79.9,29,5.3,36,2.2,25,4,15,100.0%,338,22.5,33.7%,224,71.2%,51,3,15,37,9,369,359,137,496,1,25,0,0,-,0,0,14.9,3.4,2.5,24.6,23.9,9.1,33.1,0.07,1.7,-,0.23,1.65,1.60,11.6%,72.5%,6.3%,60.0%,10.0,369.0,0.81,10.1%,7.0,0.60,-,6.7%,24.40%,1.03,17.8,105.3,75.8,0.0%,6.37,2.42,1003,458,480,2402,22,494,441,3610,3558,32,37,369,1,0,-,0.39,17.8,0.48,0,2.5,24.6,0.07,-,-,1.20,-,1,6.7%,1,6.7%,6,40.0%,0,0,0,0.0%,0.0%,0.0%,2017,UDFA,UDFA
Darren Fells|2020,Darren Fells,HOU,HOU|2020,2020,76.2,30,5.1,37,3.6,34,9,15,100.0%,512,34.1,55.8%,234,34.1%,28,0,4,21,1,312,199,177,376,4,16,0,0,-,0,0,15.6,1.9,1.4,20.8,13.3,11.8,25.1,0.27,1.1,-,0.12,1.33,0.85,5.8%,75.0%,0.0%,25.0%,14.9,78.0,0.62,4.6%,7.1,-,-,10.2%,11.90%,1.57,22.8,150.6,67.3,0.0%,-,-,917,506,327,1370,9,325,485,4443,4281,30,21,312,4,0,-,0.37,22.8,1.08,0,1.4,20.8,0.27,-,-,1.50,-,1,6.7%,2,13.3%,4,26.7%,0,0,1,0.0%,0.0%,10.0%,2012,UDFA,UDFA
Drew Sample|2020,Drew Sample,CIN,CIN|2020,2020,75.4,31,5.0,39,2.0,24,2,15,100.0%,837,55.8,81.0%,400,13.0%,50,0,10,38,3,334,211,184,395,1,16,1,1,-,4,0,26.7,3.3,2.5,22.3,14.1,12.3,26.3,0.07,1.1,-,0.13,0.84,0.53,9.2%,76.0%,0.0%,30.0%,8.8,334.0,0.60,4.7%,4.2,0.43,-,7.1%,17.10%,1.58,2.5,93.4,51.1,9.5%,5.85,3.86,1033,560,392,1521,13,430,546,3745,4456,19,38,334,1,0,-,0.35,2.5,0.06,0,2.5,22.3,0.07,-,-,0.20,-,0,0.0%,0,0.0%,5,33.3%,0,0,0,0.0%,0.0%,0.0%,2019,2,52
Jordan Reed|2020,Jordan Reed,SF,SF|2020,2020,73.1,32,7.3,25,2.8,30,8,10,66.7%,247,24.7,36.1%,176,64.8%,46,4,12,26,5,231,370,84,454,4,16,0,0,-,2,0,17.6,4.6,2.6,23.1,37.0,8.4,45.4,0.40,1.6,-,0.26,1.31,2.10,13.3%,56.5%,9.3%,41.7%,8.9,57.8,0.65,16.1%,8.0,0.73,-,16.1%,31.20%,0.62,3.9,96.2,70.0,7.1%,5.54,2.09,684,354,278,1185,9,351,346,2671,2297,17,26,231,4,0,-,0.37,3.9,0.15,0,2.6,23.1,0.40,-,-,0.40,-,2,20.0%,3,30.0%,4,40.0%,1,2,5,12.5%,25.0%,62.5%,2013,3,85
Zach Ertz|2020,Zach Ertz,PHI,PHI|2020,2020,72.9,33,7.3,26,2.2,29,8,10,66.7%,574,57.4,80.7%,343,48.1%,66,4,8,33,3,319,507,82,589,1,15,0,0,-,4,1,34.3,6.6,3.3,31.9,50.7,8.2,58.9,0.10,1.5,-,0.19,0.93,1.48,18.7%,50.0%,6.5%,37.5%,9.7,319.0,0.85,15.8%,7.7,-0.29,-,10.1%,39.10%,0.63,-13.0,59.8,57.5,10.8%,5.86,2.97,711,376,260,1362,11,235,353,2454,3217,14,33,319,1,0,-,0.50,-13.0,-0.39,1,3.3,31.9,0.10,-,-,-1.30,67.3,0,0.0%,1,10.0%,5,50.0%,3,6,9,30.0%,60.0%,90.0%,2013,2,35
Richard Rodgers|2020,Richard Rodgers,PHI,PHI|2020,2020,70.5,34,5.0,38,2.9,28,7,14,93.3%,274,19.6,27.7%,130,20.8%,31,5,3,24,2,345,305,95,400,2,16,0,0,-,1,0,9.3,2.2,1.7,24.6,21.8,6.8,28.6,0.14,1.1,-,0.24,2.65,2.35,6.2%,77.4%,17.9%,66.7%,14.4,172.5,0.66,6.9%,9.8,-,-,10.0%,14.10%,1.13,22.6,141.8,90.5,4.0%,-,-,989,526,345,1758,13,331,498,3267,4447,21,24,345,2,0,-,0.40,22.6,0.94,0,1.7,24.6,0.14,-,-,1.60,-,0,0.0%,4,28.6%,5,35.7%,0,1,1,0.0%,11.1%,11.1%,2014,3,98
Cameron Brate|2020,Cameron Brate,TB,TB|2020,2020,66.1,35,4.4,42,2.4,29,7,15,100.0%,284,18.9,28.2%,156,26.4%,32,2,3,27,2,271,277,67,344,2,16,0,0,-,0,0,10.4,2.1,1.8,18.1,18.5,4.5,22.9,0.13,1.1,-,0.21,1.74,1.78,5.6%,84.4%,6.3%,66.7%,10.0,135.5,0.46,5.4%,8.7,-,-,5.7%,12.20%,0.98,22.9,109.8,77.4,0.0%,-,-,1006,585,347,1425,15,430,568,4377,5123,38,27,271,2,0,-,0.29,22.9,0.85,0,1.8,18.1,0.13,-,-,1.50,-,1,6.7%,1,6.7%,6,40.0%,0,2,3,0.0%,22.2%,33.3%,2014,UDFA,UDFA
