"","player_name","Pos","Tm","player_id","pic","season","Games","Targets","Tar_Per_Game","RECs","Rec_Yards","Rec_TDs","YAC","First_Downs","Air_Yards","AY_share","EPA","RACR","WOPR","PPR_Points","FPPG"
"1117","J.Scott","WR","BAL","00-0034267","https://static.www.nfl.com/image/private/f_autoq_auto/league/npoq59gzmfmtwmrfdnhk","2019",1,3,3,1,6,0,6,6,39,0.288888888888889,-1.35485864069778,0.154,0.427,2,2
"1118","J.Smith","WR","NYJ","00-0035510","https://static.www.nfl.com/image/private/f_autoq_auto/league/yfhldkiemkd3piauwjkt","2019",1,2,2,1,12,0,0,0,48,0.2,0.479500403162092,0.25,0.243,2,2
"1119","J.Ursua","WR","SEA","00-0035597","https://static.www.nfl.com/image/private/f_autoq_auto/league/unhfaasxtecti2bpdozv","2019",1,1,1,1,11,0,0,0,11,0.0436507936507936,3.18870680924738,1,0.07,2,2
"1120","M.Walker","WR","JAX","00-0035374","https://static.www.nfl.com/image/private/f_autoq_auto/league/hif6vcfhct6nesewer3o","2019",2,3,1.5,2,15,0,7,7,12,0.0290599493385871,2.66099131782539,1.25,0.08,4,2
"1121","R.Davis","WR","WAS","00-0033530","https://static.www.nfl.com/image/private/f_autoq_auto/league/cqtclxiwsfbxniwvrldy","2019",1,2,2,1,11,0,0,0,18,0.0775862068965517,-2.99143868591636,0.611,0.17,2,2
"1122","T.Benjamin","WR","LAC","00-0029269","https://static.www.nfl.com/image/private/f_autoq_auto/league/io9silocxbywvisvcvpx","2019",5,16,3.2,6,30,0,19,19,207,0.117245341855098,-7.92070882668486,0.145,0.2,9,1.8
"1123","A.Patton","WR","LAC","00-0033705","https://static.www.nfl.com/image/private/f_autoq_auto/league/dca3n5hsrjgafphple2g","2019",7,17,2.4,6,56,0,28,28,272,0.122624334760993,-0.18175898535787,0.206,0.194,12,1.7
"1124","K.Hodge","WR","CLE","00-0034854","https://static.www.nfl.com/image/private/f_autoq_auto/league/rx0oqq7r3hwwdliira2q","2019",7,10,1.4,4,76,0,9,9,161,0.0828319038090804,-0.276690840880074,0.472,0.13,12,1.7
"1125","T.Sherfield","WR","ARI","00-0034487","https://static.www.nfl.com/image/private/f_autoq_auto/league/tbs4dvo8vdagznshsw7l","2019",7,13,1.9,4,80,0,10,10,207,0.140671563832149,-0.25900706547475,0.386,0.185,12,1.7
"1126","D.Cain","WR","IND","00-0034406","https://static.www.nfl.com/image/private/f_autoq_auto/league/un9mmiugf8vki8e8xndj","2019",6,14,2.3,4,52,0,11,11,143,0.108777023302211,-4.99778264306951,0.364,0.179,9,1.5
"1127","D.Moncrief","WR","PIT","00-0031339","https://static.www.nfl.com/image/private/f_autoq_auto/league/iippulnxfyjgrlj2p5qw","2019",4,15,3.8,4,18,0,3,3,202,0.177623760059439,-15.651088900425,0.089,0.275,6,1.5
"1128","J.Moore","WR","LAC","00-0035432","https://static.www.nfl.com/image/private/f_autoq_auto/league/gbbc1ckeorj74mpfvstq","2019",4,5,1.2,2,43,0,6,6,119,0.0734120458435827,3.06122588797007,0.361,0.098,6,1.5
"1129","A.Roberts","WR","BUF","00-0027691","https://static.www.nfl.com/image/private/f_autoq_auto/league/hjoyjewh7knoafxt4k93","2019",5,7,1.4,3,20,0,5,5,109,NA,NA,0.183,NA,6,1.2
"1130","B.Wilson","WR","TB","00-0033434","https://static.www.nfl.com/image/private/f_autoq_auto/league/dxmqeel8jwf3yokvtg9a","2019",5,11,2.2,3,35,0,3,3,135,0.0699654549251523,-11.1088002506294,0.259,0.137,6,1.2
"1131","C.Moore","WR","BAL","00-0032398","https://static.www.nfl.com/image/private/f_autoq_auto/league/tov68mj1pddkbfsfuajn","2019",4,5,1.2,3,21,0,10,10,61,NA,NA,0.344,NA,5,1.2
"1132","M.Lee","WR","JAX","00-0031431","https://static.www.nfl.com/image/private/f_autoq_auto/league/drsesqqzwhkilsx51j4i","2019",4,4,1,3,18,0,5,5,18,NA,NA,1,NA,5,1.2
"1133","R.Foster","WR","BUF","00-0034510","https://static.www.nfl.com/image/private/f_autoq_auto/league/fmcyiy4oxx9soub8zbui","2019",10,18,1.8,3,64,0,32,32,451,0.153387381092078,-6.54537737652277,0.142,0.195,12,1.2
"1134","D.Spencer","WR","DEN","00-0031319","https://static.www.nfl.com/image/private/f_autoq_auto/league/lf3axvxomg2ktozc1rei","2019",7,8,1.1,6,31,0,33,33,49,NA,NA,0.633,NA,8,1.1
"1135","A.Carr","WR","NO","00-0033382","https://static.www.nfl.com/image/private/f_autoq_auto/league/uuln9v0o8aeurocrzvxp","2019",2,4,2,1,9,0,4,4,41,0.0817251461988304,-1.22820907390701,0.22,0.134,2,1
"1136","C.Grayson","WR","TB","00-0033215","https://static.www.nfl.com/image/private/f_autoq_auto/league/klv5np9csnnm6p6zpkcs","2019",1,1,1,1,3,0,1,1,2,0.00784313725490196,-1.39043120840232,1.5,0.071,1,1
"1137","D.Jennings","WR","TEN","00-0031972","https://static.www.nfl.com/image/private/f_autoq_auto/league/ttzaqozynmreovwpwwlh","2019",4,5,1.2,2,17,0,14,14,77,0.0570882197848518,-1.11992496365565,0.221,0.103,4,1
"1138","D.Shepherd","WR","GB","00-0035181","https://static.www.nfl.com/image/private/f_autoq_auto/league/mxa4mlth6p0bf5pfg3so","2019",1,2,2,1,1,0,3,3,8,0.0217983651226158,-7.77036466758,0.125,0.094,1,1
"1139","D.Thomas","WR","KC","00-0031060","https://static.www.nfl.com/image/private/f_autoq_auto/league/ubevvtu8f1snobsxnnwl","2019",2,2,1,1,6,0,3,3,-1,-0.00302128750961785,-0.247660063789226,-6,0.036,2,1
"1140","J.Franklin","WR","TB","00-0034705","https://static.www.nfl.com/image/private/f_autoq_auto/league/arlseo7rbaeylylcnpr1","2019",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1
"1141","K.Hogan","WR","NO","00-0033604","https://static.www.nfl.com/image/private/f_autoq_auto/league/wxw9mclsvbju33ixnqz9","2019",1,1,1,1,4,0,2,2,2,0.00716845878136201,-1.01898352592252,2,0.043,1,1
"1142","M.Thomas","WR","LA","00-0033114","https://static.www.nfl.com/image/private/f_autoq_auto/league/sytj4awk8kseyootqzec","2019",3,5,1.7,2,14,0,10,10,52,0.0980536596090521,0.84863407688681,0.269,0.189,3,1
"1143","R.Davis","WR","PHI","00-0033530","https://static.www.nfl.com/image/private/f_autoq_auto/league/cqtclxiwsfbxniwvrldy","2019",2,3,1.5,1,6,0,2,2,18,0.0331080307022568,-0.881981759448536,0.333,0.079,2,1
"1144","S.Morgan","WR","CIN","00-0035399","https://static.www.nfl.com/image/private/f_autoq_auto/league/jzkx5cgnjnzgi7eutmbe","2019",5,10,2,3,18,0,10,10,66,0.0516136110435203,-11.4683160347846,0.273,0.125,5,1
"1145","J.Holton","WR","PIT","00-0032935","https://static.www.nfl.com/image/private/f_autoq_auto/league/has0upkyuzqewhty3pb2","2019",8,15,1.9,3,21,0,10,10,381,NA,NA,0.055,NA,6,0.8
"1146","C.Williams","WR","IND","00-0033933","https://static.www.nfl.com/image/private/f_autoq_auto/league/euzfm4rfpar0i5lmm2df","2019",1,1,1,0,0,0,0,0,15,0.0420168067226891,-1.08445769688115,0,0.072,0,0
"1147","D.Thomas","WR","BAL","00-0031060","https://static.www.nfl.com/image/private/f_autoq_auto/league/ubevvtu8f1snobsxnnwl","2019",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0
"1148","J.Guyton","WR","LAC","00-0035414","https://static.www.nfl.com/image/private/f_autoq_auto/league/etdpyuyxbaplhm0pwiqz","2019",1,2,2,0,0,0,0,0,75,0.297619047619048,-1.74483221303672,0,0.324,0,0
"1149","L.Humphrey","WR","NO","00-0035406","https://static.www.nfl.com/image/private/f_autoq_auto/league/r58pqj96qunak08kld9u","2019",1,1,1,0,0,0,0,0,15,0.0769230769230769,-0.734108325559646,0,0.104,0,0
"1150","M.Hollins","WR","MIA","00-0033555","https://static.www.nfl.com/image/private/f_autoq_auto/league/fe6e0gnullhxbgt6ohhg","2019",1,1,1,0,0,0,0,0,33,0.102484472049689,-1.03966779053499,0,0.115,0,0
"1151","T.Fulgham","WR","DET","00-0035592","https://static.www.nfl.com/image/private/f_autoq_auto/league/xe4kdnx9a9p9735nhwh5","2019",2,3,1.5,0,0,0,0,0,66,0.134383425571165,-2.64585548918694,0,0.185,0,0
"1152","T.Taylor","WR","CLE","00-0033911","https://static.www.nfl.com/image/private/f_autoq_auto/league/n0kolr3zjappzojczo5w","2019",1,1,1,0,0,0,0,0,33,0.101851851851852,-0.533595996908844,0,0.118,0,0
"1153","Q.Enunwa","WR","NYJ","00-0031023","https://static.www.nfl.com/image/private/f_autoq_auto/league/vsd27gfxzjt7v7izbjet","2019",1,3,3,1,-4,0,-4,-4,35,0.15695067264574,-0.631674740114249,-0.114,0.22,-1,-1
"1154","D.Adams","WR","GB","00-0031381","https://static.www.nfl.com/image/private/f_autoq_auto/league/grvqvmdzu2lsbgvqoxku","2018",15,169,11.3,111,1386,13,475,475,1906,0.380315565755438,80.5550719681172,0.727,0.706,330,22
"1155","A.Brown","WR","PIT","00-0027793","https://static.www.nfl.com/image/private/f_autoq_auto/league/ecxsx9t7bfg42bgfwj3v","2018",15,168,11.2,104,1297,15,485,485,1891,0.381509762286615,25.7387190455682,0.686,0.668,324,21.6
"1156","D.Hopkins","WR","HOU","00-0030564","https://static.www.nfl.com/image/upload/f_autoq_auto/league/jgatj8mtftu06pegapip","2018",16,163,10.2,115,1572,11,387,387,1869,0.457546184669284,76.187117583787,0.841,0.822,334,20.9
"1157","T.Hill","WR","KC","00-0033040","https://static.www.nfl.com/image/private/f_autoq_auto/league/lsszbdnkusxc7mduw5be","2018",16,137,8.6,87,1479,12,527,527,2026,0.394902945940389,81.7850790791754,0.73,0.639,334,20.9
"1158","J.Jones","WR","ATL","00-0027944","https://static.www.nfl.com/image/upload/f_autoq_auto/league/omrddf2phtyztzx2nup1","2018",16,170,10.6,113,1677,8,448,448,2377,0.453229705161404,69.377700519082,0.706,0.739,326,20.4
"1159","M.Thomas","WR","NO","00-0032765","https://static.www.nfl.com/image/private/f_autoq_auto/league/sxldsbuw65hfmkzqhw96","2018",16,147,9.2,125,1405,9,514,514,1134,0.339169545032146,87.1800338304496,1.239,0.667,316,19.8
"1160","O.Beckham","WR","NYG","00-0031235","https://static.www.nfl.com/image/private/f_autoq_auto/league/etl34lkiscs2lpc4to2f","2018",12,124,10.3,77,1052,6,315,315,1412,0.433390534134944,31.9827219940483,0.745,0.736,232,19.3
"1161","A.Thielen","WR","MIN","00-0030035","https://static.www.nfl.com/image/private/f_autoq_auto/league/kmldtl8p9h7h5dzvkwsw","2018",16,153,9.6,113,1373,9,416,416,1443,0.346004029240653,56.1168480565641,0.951,0.622,307,19.2
"1162","J.Smith-Schuster","WR","PIT","00-0033857","https://static.www.nfl.com/image/private/f_autoq_auto/league/ypoituliieghtndjrzaz","2018",16,166,10.4,111,1426,7,648,648,1461,0.291947768754196,51.0479087844072,0.976,0.565,297,18.6
"1163","M.Evans","WR","TB","00-0031408","https://static.www.nfl.com/image/private/f_autoq_auto/league/w6eq27k2xs8vawwgkzbl","2018",16,138,8.6,86,1524,8,282,282,2147,0.333650873633102,60.6628646803783,0.71,0.575,284,17.8
"1164","A.Cooper","WR","DAL","00-0031544","https://static.www.nfl.com/image/private/f_autoq_auto/league/zibbxjtein7gpu5zgcj4","2018",9,76,8.4,53,725,6,318,318,737,0.308851310415911,21.1884924031908,0.984,0.578,159,17.7
"1165","S.Diggs","WR","MIN","00-0031588","https://static.www.nfl.com/image/private/f_autoq_auto/league/zf6nbnzcfzu4y7yq2nzk","2018",15,149,9.9,102,1021,9,438,438,1286,0.305610290138861,7.49550164692953,0.794,0.607,266,17.7
"1166","K.Allen","WR","LAC","00-0030279","https://static.www.nfl.com/image/private/f_autoq_auto/league/xs7h2igf85nta81v7zb8","2018",15,136,9.1,97,1196,6,403,403,1169,0.332853857164135,57.4192258224064,1.023,0.673,260,17.3
"1167","J.Edelman","WR","NE","00-0027150","https://static.www.nfl.com/image/private/f_autoq_auto/league/u0hbuo2bsvtlg7lnxm43","2018",12,108,9,74,850,6,348,348,831,0.264612563078795,25.8393080980015,1.023,0.572,207,17.2
"1168","T.Hilton","WR","IND","00-0029608","https://static.www.nfl.com/image/private/f_autoq_auto/league/b8kor0sgeynyd8u8cush","2018",14,120,8.6,76,1270,6,455,455,1342,0.349865339000497,63.524430302734,0.946,0.593,239,17.1
"1169","C.Kupp","WR","LA","00-0033908","https://static.www.nfl.com/image/private/f_autoq_auto/league/bkahtsjkvnom1sbnb6xm","2018",8,55,6.9,40,566,6,303,303,460,0.203818515874149,35.6904458918328,1.23,0.45,135,16.9
"1170","G.Tate","WR","DET","00-0027891","https://static.www.nfl.com/image/private/f_autoq_auto/league/yfqebrp2o9t1gt1wqjku","2018",7,69,9.9,44,517,3,281,281,424,0.228400503087066,9.9764498329358,1.219,0.565,118,16.9
"1171","A.Green","WR","CIN","00-0027942","https://static.www.nfl.com/image/private/f_autoq_auto/league/guj5a9vnnzqfiljupzuj","2018",9,77,8.6,46,694,6,163,163,958,0.400207769138704,29.6378580226538,0.724,0.645,149,16.6
"1172","R.Woods","WR","LA","00-0030431","https://static.www.nfl.com/image/upload/f_autoq_auto/league/owppysuai4ipxu5d27nu","2018",16,130,8.1,86,1219,6,420,420,1483,0.318208509149367,61.2931352472905,0.822,0.585,266,16.6
"1173","E.Sanders","WR","DEN","00-0027685","https://static.www.nfl.com/image/private/f_autoq_auto/league/potkibjtm855tsawozs0","2018",12,98,8.2,71,868,4,297,297,943,0.299658021069306,18.6786411490757,0.92,0.59,198,16.5
"1174","B.Cooks","WR","LA","00-0031236","https://static.www.nfl.com/image/private/f_autoq_auto/league/wy6qidqm8jjp6buvu3lp","2018",15,117,7.8,80,1204,5,346,346,1498,0.334011946283862,56.7904627972102,0.804,0.579,243,16.2
"1175","T.Boyd","WR","CIN","00-0033009","https://static.www.nfl.com/image/private/f_autoq_auto/league/vconwllovf9jqxpu9mow","2018",14,108,7.7,76,1028,7,418,418,1008,0.266096168352113,72.9966516028611,1.02,0.517,221,15.8
"1176","W.Fuller","WR","HOU","00-0033127","https://static.www.nfl.com/image/private/f_autoq_auto/league/dgemxvhu8ffqmvmqczks","2018",7,45,6.4,32,503,4,166,166,662,0.324964441069277,31.365112055511,0.76,0.554,106,15.1
"1177","A.Jeffery","WR","PHI","00-0029137","https://static.www.nfl.com/image/private/f_autoq_auto/league/qrbsgwhzlsmwgkdfjryh","2018",13,92,7.1,65,843,6,272,272,1013,0.292447647755696,46.4148498041165,0.832,0.501,185,14.2
"1178","A.Wilson","WR","MIA","00-0030669","https://static.www.nfl.com/image/private/f_autoq_auto/league/slythouwdcrug0poiios","2018",7,35,5,26,391,4,335,335,246,0.166217449160328,10.8640295753721,1.589,0.371,97,13.9
"1179","T.Lockett","WR","SEA","00-0032211","https://static.www.nfl.com/image/private/f_autoq_auto/league/f9wttnkcqc2scahf9oth","2018",16,70,4.4,57,965,10,213,213,953,0.267472451452165,73.8460724178616,1.013,0.458,222,13.9
"1180","K.Golladay","WR","DET","00-0033932","https://static.www.nfl.com/image/private/f_autoq_auto/league/vck7awhkwwhui3ndgts3","2018",15,119,7.9,70,1063,5,350,350,1475,0.405605328526554,52.6007850722333,0.721,0.618,207,13.8
"1181","J.Landry","WR","CLE","00-0031382","https://static.www.nfl.com/image/private/f_autoq_auto/league/w2q9uwsjvgadwyvnvopb","2018",16,149,9.3,81,976,4,274,274,1645,0.314151143027495,0.277459587190751,0.593,0.62,217,13.6
"1182","C.Ridley","WR","ATL","00-0034837","https://static.www.nfl.com/image/private/f_autoq_auto/league/jnknuowszoqaywqoopy7","2018",16,92,5.8,64,821,10,364,364,936,0.183905587223398,35.5005398345098,0.877,0.362,207,12.9
"1183","M.Jones","WR","DET","00-0029293","https://static.www.nfl.com/image/private/f_autoq_auto/league/ciy9sxefmcnwjw7ln3h2","2018",9,62,6.9,35,508,5,107,107,904,0.38573154115797,17.2934785520601,0.562,0.553,116,12.9
"1184","D.Jackson","WR","TB","00-0026189","https://static.www.nfl.com/image/private/f_autoq_auto/league/pr5m864fqvnoozihylrh","2018",12,74,6.2,41,774,4,181,181,1421,0.280989922564695,14.0001565196953,0.545,0.428,151,12.6
"1185","G.Allison","WR","GB","00-0032626","https://static.www.nfl.com/image/private/f_autoq_auto/league/pngohl9rhrwyiaf7ywnz","2018",5,30,6,20,303,2,106,106,388,0.217141017539208,17.3832440355128,0.781,0.382,62,12.4
"1186","A.Humphries","WR","TB","00-0032009","https://static.www.nfl.com/image/private/f_autoq_auto/league/l56ywjejfpraigzs4qia","2018",16,105,6.6,76,816,5,415,415,661,0.0975653795868756,39.9204909995533,1.234,0.327,189,11.8
"1187","A.Robinson","WR","CHI","00-0031428","https://static.www.nfl.com/image/private/f_autoq_auto/league/tucplhxtb3c626iekuzv","2018",13,94,7.2,55,754,4,216,216,1141,0.336224437282137,22.3062162462844,0.661,0.573,153,11.8
"1188","D.Thomas","WR","DEN","00-0027874","https://static.www.nfl.com/image/private/f_autoq_auto/league/p1yjsqtqimjd6iazu3h9","2018",8,56,7,36,402,3,132,132,584,0.253075678396717,16.5421642165354,0.688,0.494,94,11.8
"1189","J.Gordon","WR","NE","00-0029664","https://static.www.nfl.com/image/private/f_autoq_auto/league/wwqz2ujrj7wp86tyaxof","2018",11,68,6.2,40,720,3,264,264,915,0.2856162845321,34.3115220125867,0.787,0.453,130,11.8
"1190","C.Godwin","WR","TB","00-0033921","https://static.www.nfl.com/image/private/f_autoq_auto/league/rfdampf12giyojipbcxl","2018",16,95,5.9,59,842,7,245,245,1109,0.172309659696574,34.0284127581941,0.759,0.354,185,11.6
"1191","C.Samuel","WR","CAR","00-0033282","https://static.www.nfl.com/image/private/f_autoq_auto/league/r71vsqs2fg7bvbt1jvzd","2018",12,65,5.4,39,494,5,111,111,776,0.226948794912196,8.35417715011863,0.637,0.383,139,11.6
"1192","D.Pettis","WR","SF","00-0034860","https://static.www.nfl.com/image/private/f_autoq_auto/league/j35nhxhisutf6pz38fzs","2018",9,45,5,27,467,5,205,205,501,0.223512854586637,17.5394783668226,0.932,0.384,104,11.6
"1193","L.Fitzgerald","WR","ARI","00-0022921","https://static.www.nfl.com/image/private/f_autoq_auto/league/ycgjjaad5un42gy4pnga","2018",16,112,7,69,734,6,205,205,1033,0.272166307627823,0.614336207116942,0.711,0.533,186,11.6
"1194","C.Davis","WR","TEN","00-0033871","https://static.www.nfl.com/image/private/f_autoq_auto/league/hr0uv4ai1zhkn7nof2a2","2018",16,112,7,65,891,4,267,267,1159,0.355576130525404,30.0473867388627,0.769,0.639,184,11.5
"1195","S.Watkins","WR","KC","00-0031325","https://static.www.nfl.com/image/private/f_autoq_auto/league/nkqk4ac4uncxocqlgp2k","2018",10,55,5.5,40,519,3,238,238,460,0.157554434665233,31.1647854721639,1.128,0.363,115,11.5
"1196","D.Westbrook","WR","JAX","00-0033839","https://static.www.nfl.com/image/private/f_autoq_auto/league/jjlxw2ircxecpx3ipeax","2018",16,101,6.3,66,717,5,362,362,852,0.279873268580354,23.921247968129,0.842,0.51,182,11.4
"1197","M.Sanu","WR","ATL","00-0029632","https://static.www.nfl.com/image/private/f_autoq_auto/league/a6loroqhta6g65aqnsrk","2018",16,94,5.9,66,838,4,401,401,754,0.141582364463879,45.8221338709712,1.111,0.336,182,11.4
"1198","S.Shepard","WR","NYG","00-0032385","https://static.www.nfl.com/image/private/f_autoq_auto/league/qbsz1nkk6lnudmcwimer","2018",16,107,6.7,66,872,4,309,309,1082,0.252274700372211,34.6542967593895,0.806,0.455,182,11.4
"1199","M.Williams","WR","LAC","00-0033536","https://static.www.nfl.com/image/private/f_autoq_auto/league/oaa76gdfwdhaum4b5qkh","2018",16,66,4.1,43,664,10,118,118,974,NA,NA,0.682,NA,180,11.2
"1200","R.Chosen","WR","NYJ","00-0032688","https://static.www.nfl.com/image/private/f_autoq_auto/league/hkcncqfwusv19fah3mbt","2018",14,94,6.7,50,752,6,180,180,1495,0.354006322491841,8.85236043484386,0.503,0.563,156,11.1
"1201","T.Quinn","WR","WAS","00-0034339","https://static.www.nfl.com/image/private/f_autoq_auto/league/ln6e9abuw9gjvaqjwltw","2018",2,10,5,9,75,1,17,17,73,0.101583467525497,0.257432613288984,1.027,0.273,22,11
"1202","D.Baldwin","WR","SEA","00-0028434","https://static.www.nfl.com/image/private/f_autoq_auto/league/kccmcttfdtl7m3g49vb8","2018",13,73,5.6,50,618,5,156,156,830,0.282685891530974,36.4353871228028,0.745,0.538,142,10.9
"1203","J.Nelson","WR","LV","00-0026176","https://static.www.nfl.com/image/private/f_autoq_auto/league/bde2n4ozsakatgs4yyp2","2018",15,88,5.9,63,739,3,241,241,812,0.250624678662488,19.0697035685159,0.91,0.443,157,10.5
"1204","K.Coutee","WR","HOU","00-0034366","https://static.www.nfl.com/image/private/f_autoq_auto/league/b63h388y8kzvntk6tuqx","2018",6,41,6.8,28,287,1,210,210,208,0.165113242361151,2.21720913467023,1.38,0.445,63,10.5
"1205","T.Ginn","WR","NO","00-0025396","https://static.www.nfl.com/image/private/f_autoq_auto/league/o4m4txrv9l7odyebnea4","2018",5,30,6,17,209,2,48,48,499,0.336172841518615,-2.13326041057007,0.419,0.462,52,10.4
"1206","C.Kirk","WR","ARI","00-0034775","https://static.www.nfl.com/image/private/f_autoq_auto/league/ersmmtjmjlpsy9lmjvde","2018",12,68,5.7,43,590,3,225,225,654,0.258829476690997,10.163901698601,0.902,0.505,124,10.3
"1207","N.Agholor","WR","PHI","00-0031549","https://static.www.nfl.com/image/private/f_autoq_auto/league/lfc8g0z3wmxowwggvzqh","2018",16,97,6.1,64,736,4,345,345,1006,0.208870683238478,31.3509479240362,0.732,0.382,165,10.3
"1208","Z.Jones","WR","BUF","00-0033891","https://static.www.nfl.com/image/private/f_autoq_auto/league/pbmcmjxxjcrandbjmey7","2018",16,102,6.4,56,652,7,142,142,1226,0.257267691562139,-2.10246787599679,0.532,0.501,165,10.3
"1209","D.Moore","WR","CAR","00-0034827","https://static.www.nfl.com/image/private/f_autoq_auto/league/fuhd1intilojmnbx7wjq","2018",16,82,5.1,55,788,2,421,421,737,NA,NA,1.069,NA,159,9.9
"1210","R.Cobb","WR","GB","00-0028002","https://static.www.nfl.com/image/private/f_autoq_auto/league/kuwo5hnkbtesfw6n9w1s","2018",9,61,6.8,38,383,2,233,233,522,0.165856521067089,2.08007810033407,0.734,0.383,86,9.6
"1211","W.Snead","WR","BAL","00-0030663","https://static.www.nfl.com/image/private/f_autoq_auto/league/fr5xckiwhguuaishnbju","2018",14,95,6.8,62,651,1,282,282,770,0.190446846586646,5.16020262218723,0.845,0.441,134,9.6
"1212","A.Cooper","WR","LV","00-0031544","https://static.www.nfl.com/image/private/f_autoq_auto/league/zibbxjtein7gpu5zgcj4","2018",6,31,5.2,22,280,1,97,97,311,0.210570481076968,7.25752790350989,0.9,0.344,57,9.5
"1213","B.LaFell","WR","LV","00-0027681","https://static.www.nfl.com/image/private/f_autoq_auto/league/x4wifb5arw0neuwg1cch","2018",4,16,4,12,135,2,53,53,133,0.169742297661068,9.5454407573102,1.015,0.33,38,9.5
"1214","D.Inman","WR","IND","00-0028411","https://static.www.nfl.com/image/private/f_autoq_auto/league/josp2o2ri6tknqzt87qc","2018",8,39,4.9,28,304,3,58,58,401,0.176466681027021,23.832007669976,0.758,0.33,76,9.5
"1215","T.Gabriel","WR","CHI","00-0031228","https://static.www.nfl.com/image/private/f_autoq_auto/league/nc4aoax8j5mnnrjewu7p","2018",16,93,5.8,67,688,2,216,216,1039,0.230685285707304,26.7187561280677,0.662,0.445,152,9.5
"1216","C.Beasley","WR","DAL","00-0029000","https://static.www.nfl.com/image/private/f_autoq_auto/league/y5r0fhwctl6ljwvmktvu","2018",16,87,5.4,65,672,3,213,213,644,0.170545940264147,45.4744939364559,1.043,0.381,150,9.4
"1217","J.Crowder","WR","WAS","00-0031941","https://static.www.nfl.com/image/private/f_autoq_auto/league/glmuevjuy3coqf1t3rqj","2018",9,49,5.4,29,388,2,204,204,461,0.218364446284825,11.1705700549346,0.842,0.453,83,9.2
"1218","T.Williams","WR","LAC","00-0032160","https://static.www.nfl.com/image/private/f_autoq_auto/league/qixhze7yidydtc1vyeih","2018",15,65,4.3,41,653,5,195,195,806,0.210428755962405,24.3383257927259,0.81,0.356,138,9.2
"1219","J.Reynolds","WR","LA","00-0033943","https://static.www.nfl.com/image/private/f_autoq_auto/league/sxrgouqg155xtgtzesy9","2018",11,53,4.8,29,402,5,129,129,657,0.193096402349167,6.09709152532062,0.612,0.335,100,9.1
"1220","R.Higgins","WR","CLE","00-0032977","https://static.www.nfl.com/image/private/f_autoq_auto/league/mdn4he3iuc2mwx3cfvfj","2018",13,53,4.1,39,572,4,146,146,594,0.139965761091554,29.1783095835534,0.963,0.275,118,9.1
"1221","B.Ellington","WR","DET","00-0031326","https://static.www.nfl.com/image/private/f_autoq_auto/league/qqlup3kfumh2ifrixmfn","2018",4,30,7.5,23,132,0,84,84,89,0.123121968893799,-5.78748351631404,1.483,0.435,36,9
"1222","D.Willies","WR","CLE","00-0034258","https://static.www.nfl.com/image/private/f_autoq_auto/league/rmioj9lqsbhzgojtsq0u","2018",1,5,5,3,61,0,32,32,57,0.139364303178484,0.732745485031046,1.07,0.276,9,9
"1223","I.McKenzie","WR","BUF","00-0033466","https://static.www.nfl.com/image/upload/f_autoq_auto/league/gy6grhpxsegfgklfadte","2018",6,30,5,18,179,0,76,76,246,0.108172680328293,0.586728866266601,0.728,0.341,54,9
"1224","J.Brown","WR","BAL","00-0031051","https://static.www.nfl.com/image/private/f_autoq_auto/league/xwyc2a0qfdxbbct6lso6","2018",16,97,6.1,42,715,5,156,156,1583,0.308631554668691,17.2420250265281,0.452,0.481,144,9
"1225","J.Gordon","WR","CLE","00-0029664","https://static.www.nfl.com/image/private/f_autoq_auto/league/wwqz2ujrj7wp86tyaxof","2018",1,3,3,1,17,1,0,0,99,0.239709443099274,1.03333460763679,0.172,0.286,9,9
"1226","R.Foster","WR","BUF","00-0034510","https://static.www.nfl.com/image/private/f_autoq_auto/league/fmcyiy4oxx9soub8zbui","2018",11,44,4,27,541,3,167,167,906,0.263314733273887,36.3786863288242,0.597,0.399,99,9
"1227","D.Thomas","WR","HOU","00-0027874","https://static.www.nfl.com/image/private/f_autoq_auto/league/p1yjsqtqimjd6iazu3h9","2018",7,33,4.7,23,275,2,145,145,323,0.196721664110541,12.255058555252,0.851,0.385,62,8.9
"1228","K.Stills","WR","MIA","00-0030085","https://static.www.nfl.com/image/private/f_autoq_auto/league/wswn6tehkzj8mdfbablx","2018",15,64,4.3,37,553,6,131,131,1040,0.320083491674753,27.8311511846957,0.532,0.478,134,8.9
"1229","A.Miller","WR","CHI","00-0034353","https://static.www.nfl.com/image/private/f_autoq_auto/league/t7d2vuwwmbpasriplvg6","2018",14,54,3.9,33,423,7,170,170,604,NA,NA,0.7,NA,120,8.6
"1230","C.Sutton","WR","DEN","00-0034348","https://static.www.nfl.com/image/private/f_autoq_auto/league/uusaguvnkfv2gt7goale","2018",16,84,5.2,42,704,4,163,163,1178,0.302289156067703,15.6340852299224,0.598,0.45,136,8.5
"1231","D.Amendola","WR","MIA","00-0026035","https://static.www.nfl.com/image/private/f_autoq_auto/league/etz06w7s0ardf49mnayz","2018",15,79,5.3,59,575,1,229,229,589,0.184757148183017,-2.73806149594524,0.976,0.409,127,8.5
